label,text_split,neg_or_pos
保障相关时间,"日期为基准。

除非另有约定，我们将在本合同生效日零时起开始承担保险责任。",1
基础产品销售信息,1.1 合同组成 人保寿险i无忧3.0重大疾病保险（互联网专属）合同（以下简称“本合同”）由以下部分共同构成：保险条款、保险单或其他相关保险凭证、投保申请书、与本合同相关的投保文件、声明、备注、批单，以及其他书面材料。这些内容共同构成了本合同的完整框架。,1
基础产品销售信息,1.1 合同组成 人保寿险i无忧3.0重大疾病保险（互联网专属）合同（以下简称“本合同”）由以下内容共同构成：保险条款、保险单或其他相关保险凭证、投保申请书、与本合同相关的所有投保文件、声明、批注、变更通知及其他书面材料。,1
基础产品销售信息,1.1 合同构成 人保寿险i无忧3.0重大疾病保险（互联网专属）合同（以下简称“本合同”）由以下文件共同组成：保险条款、保险单或其他相关保险凭证、投保申请书、与本合同相关的投保资料、声明、附注、批单及其他与本合同关联的书面材料。,1
保障相关时间,保险期间 本合同的保险期间自合同生效日零时起计算，分为以下四种：20年、30年、至被保险人年满70周岁后的第一个保单年生效对应日零时止，以及终身保障。具体的保险期间由您在投保时与我们协商并在保险单上明确记录。,1
保障相关时间,保险期间 本合同的保险期间自合同生效之日起计算，分为四种类型：20年、30年、至被保险人年满70岁后的首个保单年生效对应日零时止，以及终身保障。您可在投保时与我们协商确定保险期间，并该信息将明确记录于保险单上。,1
保障相关时间,保险期间 本合同的保险有效期自合同生效之日起计算，分为以下四种：20年、30年、至被保险人年满70周岁后的首个保单年对应日零时止，以及终身保障。具体的保险期间将在您投保时与我们协商确定，并在保险单上明确记录。,1
保障相关时间,等待期自本合同生效之日（或最后复效日）起的90天内，如果被保险人因非意外伤害原因被确诊为合同约定的重大疾病、中症疾病、轻症疾病，或不幸身故，我方将不予承担保险责任。这90天的时间即为等待期。而如果被保险人因意外伤害导致上述情况的发生，则不受此限制。,1
保障相关时间,等待期是指自本合同生效（或最后复效）之日起的90天。在此期间，如被保险人因非意外伤害原因被确诊为本合同约定的重大疾病、中症疾病、轻症疾病，或不幸身故，我司将不承担相应的保险责任。这段时间被称为等待期。如果被保险人因意外伤害导致上述情况的发生，则不受此限制。,1
保障相关时间,等待期是指自本合同生效（或最近一次复效）之日起的90天。在此期间，如果被保险人因非意外伤害的原因，被诊断出患有本合同所列的重大疾病、中症疾病、轻症疾病，或发生身故，我们将不承担相应的保险责任。需要注意的是，如被保险人因意外伤害出现上述情况，则不受此限制。,1
术语解释,1. 保单生效对应日：本合同生效日后，每年（或每半年、每季度、每月）的相应日期即为保单的生效对应日。如果某个月没有对应的同一日期，则以该月的最后一天作为保单生效对应日。保单年生效对应日亦称为保单周年日，此日期不包括合同生效当日。举例而言，假设保单生效日为2024年1月1日，那么之后每年的1月1日将为,1
术语解释,"保单年生效对应日。其中，2025年1月1日将成为第一个保单年生效对应日，2026年1月1日为第二个保单年生效对应日，依此类推。

2. 保单年度：指从保险合同生效日或保单周年日零时起，至下一个保单周年日零时止的时间段，这一期间被称为一个保单年度。

3. 保险费支付约定日：如选择分期支付保险费，首期",1
术语解释,"保险费后的年度、半年、季度或月度交费的约定支付日分别为本合同的保单年生效对应日、半年生效对应日、季度生效对应日或月生效对应日。

4. 周岁：指根据有效身份证件上记录的出生日期计算的年龄。自出生之日起为0周岁，之后每满一年增加一岁，不满一年的部分不予计入。

5. 意外伤害：是指因外界突发事件所导致",1
术语解释,的身体伤害，这些事件不是故意造成的且非疾病因素引起。需注意，猝死不归属于意外伤害。猝死是指表面看似健康的人因潜在病症、机能障碍或其他原因，在出现症状后24小时内发生的非暴力性突然死亡，其诊断结果应以医疗机构的检查或公安、司法机关的鉴定为依据。,1
术语解释,1. 保单生效对应日：本合同的生效日期，每年（或半年、季度、月份）的相应日期被称为保单年（或半年、季度、月份）生效对应日。如果当月没有对应的同一天，则以该月的最后一天作为保单生效对应日。保单年生效对应日亦称为保单周年日，且不包括合同生效当天。例如，若保单生效日期为2024年1月1日，则每年的1月1日,1
术语解释,"将为保单年生效对应日。具体而言，2025年1月1日是第一个保单年生效对应日，2026年1月1日是第二个保单年生效对应日，依此类推。

2. 保单年度：指从保险合同生效之日或保单周年日的零时起，至下一年度保险合同的保单周年日零时止的时间段，称为一个保单年度。

3. 保险费约定支付日：对于分期支付保险",1
术语解释,"费的情况，首期保险费后的后续保费支付日（年交、半年交、季交或月交）分别为本合同的保单年生效对应日、半年生效对应日、季度生效对应日或月生效对应日。

4. 周岁：根据有效身份证明文件所记载的出生日期计算的年龄，从出生之日起计为0周岁，每满一年增加一岁，不足一年的不予计算。

5. 意外伤害：指突发的、",1
术语解释,外来的、非主观意愿造成的、非疾病原因导致身体受到伤害的客观事件。需要说明的是，猝死不属于意外伤害的范畴。猝死是指表面看似健康的人因潜在疾病、功能障碍或其他因素，在出现症状后24小时内发生的非暴力性突发死亡，具体由医疗机构诊断或公安、司法机关鉴定为准。,1
术语解释,1. 保单生效对应日：本合同的生效日与每年的同一日期（或半年、季度、月份）相对应，称为保单年（或半年、季度、月份）的生效对应日。如果当月没有对应的同一日期，则该月的最后一天将被视为保单生效对应日。保单年生效对应日通常被称为保单周年日，并不包括合同生效日当天。例如，若保单生效日为2024年1月1日，则,1
术语解释,"之后每年的1月1日均为保单年生效对应日。其中，2025年1月1日是第一个保单年生效对应日，2026年1月1日为第二个保单年生效对应日，依此类推。

2. 保单年度：指从保险合同生效日或保单周年日零时开始，到下一年度保单周年日零时结束的时间段，这一期间即构成一个完整的保单年度。

3. 保险费约定支付",1
术语解释,"日：对于分期支付保险费的情况，首期保险费支付后，年交、半年交、季交或月交的保险费约定支付日分别为本合同的保单年生效对应日、半年生效对应日、季生效对应日或月生效对应日。

4. 周岁：根据有效身份证件上所载明的出生日期来计算年龄，自出生之日起为0周岁，每经过一整年增加一岁，不满一年的部分不予计算。

",1
术语解释,5. 意外伤害：指外部突发因素导致的非自愿、非疾病性质的身体伤害事件。猝死并不归入意外伤害的范畴。猝死是指看似健康的人因潜在疾病、机能障碍或其他原因，在出现症状后的24小时内发生的非暴力性突然死亡，该情况以医疗机构的诊断或公安、司法机关的鉴定为准。,1
保障责任,"保障计划

本合同的基本内容分为四个保障计划，具体责任如下：

计划一的保险责任包括首次重大疾病保险金及重大疾病豁免保险费。

计划二的保险责任涵盖首次重大疾病保险金、身故保险金以及重大疾病豁免保险费。

计划三的保险责任则包含首次重大疾病保险金、中症疾病保险金、轻症疾病保险金及豁免保险费。

计划",1
保障责任,四的保险责任同样包括首次重大疾病保险金、中症疾病保险金、轻症疾病保险金。,1
保障责任,"保障计划

本合同的基本部分设定了四项不同的保障计划，各计划的具体责任如下：

- 计划一：提供首次发生重大疾病时的保险金以及重大疾病豁免保险费的保障。
- 计划二：涵盖首次重大疾病保险金、身故保险金及重大疾病豁免保险费的责任。
- 计划三：包括首次重大疾病保险金、中症疾病保险金、轻症疾病保险金及豁",1
保障责任,"免保险费的保障责任。
- 计划四：同样提供首次重大疾病保险金、中症疾病保险金、轻症疾病保险金的全面保障。

以上各计划旨在为您提供全方位的保障，确保在面临重大健康风险时，您能获得必要的经济支持。",1
保障责任,"保障计划 本合同的基本部分设有四项保障计划，各计划具体责任如下：
计划一：保险责任包括首次发生重大疾病时的保险金及重大疾病豁免保险费；
计划二：保险责任涵盖首次发生重大疾病时的保险金、身故保险金以及重大疾病豁免保险费；
计划三：保险责任包含首次发生重大疾病时的保险金、中症疾病保险金、轻症疾病保险金及",1
保障责任,"豁免保险费；
计划四：保险责任涉及首次发生重大疾病时的保险金、中症疾病保险金、轻症疾病保险金，以及豁免保险费。",1
赔付 & 领取规则,若您选择投保本合同的任一基本计划，且被保险人在等待期结束后，经我们认可的医疗机构确诊为首次罹患合同所列的重大疾病（包括一种或多种），我们将依据基本保险金额向您支付第一次重大疾病保险金。,1
赔付 & 领取规则,在您投保本合同的任意计划后，若被保险人在等待期结束后于我们认可的医疗机构确诊为首次罹患本合同所列的重大疾病（无论是一种或多种），我们将依据基本保险金额向您支付第一次重大疾病保险金。,1
赔付 & 领取规则,如果您投保了本合同的任一基本计划，并且被保险人在等待期后在我们认可的医院经确诊首次患有本合同所列的重大疾病（不论是一种或多种），我们将按照基本保险金额支付第一次重大疾病保险金。,1
赔付 & 领取规则,"您所投保的本合同中，若选择了可选部分2或可选部分3，其保险责任将会终止。

关于重大疾病免除保险费的条款：如果您在本合同的基本部分选择了计划1或计划2，并且被保险人在等待期后经我们认可的医疗机构确诊为首次患有本合同所列的重大疾病（包括一种或多种），则我们将免除被保险人在该疾病确诊之日之后的各期保险费",1
赔付 & 领取规则,"。已享受保险费豁免的保险合同，其权益将与正常缴费的保险合同相同。

关于中症疾病保险金的规定：如果您在本合同的基本部分选择了计划3或计划4，并且被保险人在等待期后经我们认可的医疗机构确诊为首次患有本合同所列的中症疾病（包括一种或多种），且在此之前未曾确诊为任何重大疾病，我们将按照基本保险金额的60%",1
赔付 & 领取规则,支付中症疾病保险金。,1
赔付 & 领取规则,"在您投保的合同中，选择的可选部分2和可选部分3的保险责任将会终止。

重大疾病豁免条款：若您投保本合同基本部分的计划1或计划2，并且被保险人在等待期结束后，经过我们认可的医疗机构确诊为初次患有本合同约定的重大疾病（包括一种或多种），则我们将免除被保险人在重大疾病确诊日之后的各期保险费。获得豁免保险费",1
赔付 & 领取规则,"的保险合同，其权益与正常交费的保险合同相同。

中症疾病保险金：若您投保本合同基本部分的计划3或计划4，并且被保险人在等待期结束后，经过我们认可的医疗机构确诊为初次患有本合同约定的中症疾病（包括一种或多种），同时此前未曾被确诊为本合同约定的重大疾病（包括一种或多种），我们将按照基本保险金额的60%向",1
赔付 & 领取规则,您支付中症疾病保险金。,1
赔付 & 领取规则,"您所投保的合同中，所有可选部分2和可选部分3的保险责任将会终止。

重大疾病豁免：如果您选择了本合同基本部分的计划1或计划2，并且被保险人在等待期结束后，经我们认可的医疗机构确诊初次患有合同约定的重大疾病（可能为一种或多种），那么自被确诊之日起，我们将免除被保险人今后各期应缴纳的保险费用。已获豁免的",1
赔付 & 领取规则,"保险合同，其权益与正常缴费的保险合同保持一致。

中症疾病保险金：若您选择了本合同基本部分的计划3或计划4，并且被保险人在等待期结束后，经我们认可的医疗机构确诊初次患有合同约定的中症疾病（可能为一种或多种），且在此之前未曾确诊患有合同约定的重大疾病（可能为一种或多种），我们将按照基本保险金额的60%",1
赔付 & 领取规则,支付中症疾病保险金。,1
投保条款,本合同已缴纳的保险费用将依据基本保险金额进行计算。如果该金额发生调整，则以调整后的金额为准。保险费用的计算方式为期交保险费乘以已支付保险费的期数。,1
投保条款,本合同所交纳的保险费用将根据基本保险金额进行计算。如果基本保险金额发生变更，则以最新的变更金额为准。保险费用的计算将依据期缴保险费以及已支付保险费的期数进行确认。,1
投保条款,已缴纳的保险费用：根据本合同规定的基本保险金额（如该金额有所调整，则以调整后的金额为准）来确定，并依据已支付保险费的期数进行计算。,1
术语解释,"认可的医院：指符合国家《医院分级管理标准》的二级及以上级别的医疗机构。此类医院不包括康复医院、精神病院、疗养院、护理院、戒酒或戒毒中心、精神心理治疗中心、急诊室或门诊观察室，以及那些未配备相应医护人员或设备的联合医院或联合病房。如果我们有特别指定医院，则以我们指定的医院为准。

确诊初次患有：指被保",1
术语解释,险人在出生后首次由我们认可的医院确诊罹患某种疾病的情况，这一确诊并非源于合同生效或复效后的第一次确诊。,1
术语解释,"认可医院：指符合国家《医院分级管理标准》的二级或以上等级医院。此类医院不包括康复医院、精神病院、疗养院、护理院、戒酒或戒毒中心，以及精神心理治疗中心。此外，联合医院或联合病房的二级或三级医院如果没有相应的医护人员或设备也不在此列。如有我方指定医院，则应以我方规定的医院为准。

初次确诊：是指被保险人",1
术语解释,自出生之日起，在我们认可的医院中首次被确诊为特定疾病的情况。这一确诊时间并非指在本合同生效或复效后所进行的首次确诊。,1
术语解释,我们认可的医院是指符合国家《医院分级管理标准》要求的二级及以上级别的医疗机构。需要注意的是，这并不包括康复医院、精神病院、疗养院、护理院、戒毒或戒酒中心、心理治疗中心，以及急诊和门诊观察室等设施。此外，联合医院或联合病房中若没有相应的医护人员或设备，也不在认可范围内。若有特别指定的医院，则以我们明确,1
术语解释,"指定的为准。

确诊初次患有是指自被保险人出生之日起，在我们认可的医院中首次确认罹患某种疾病的情况。这并不包括保险合同生效或复效后在认可医院中确诊的疾病。",1
赔付 & 领取规则,"本合同的中症疾病保险金累计给付次数限制为三次，每种中症疾病仅可申请一次赔付。当累计给付达到三次时，本项保险责任将自动终止。

如果被保险人因同一原因在我们认可的医院首次确诊为两种或两种以上的中症疾病，我们将仅按其中一种中症疾病进行保险金的赔付。

在申请中症疾病保险金时，如果被保险人所患疾病已符合首",1
赔付 & 领取规则,次重大疾病保险金的给付条件，我们将优先支付第一次重大疾病保险金，而不再支付中症疾病保险金。,1
赔付 & 领取规则,"根据本合同的条款，关于中症疾病保险金的赔付次数限制为三次。每种中症疾病的赔付仅限于一次。当已累计给付的中症疾病保险金达到三次时，本项保险责任将终止。

若被保险人因同一原因在我们认可的医院首次确诊患有两种或以上的中症疾病，我们将仅就其中一种中症疾病进行赔付。

此外，若申请中症疾病保险金时，被保险人",1
赔付 & 领取规则,的疾病已符合首次重大疾病保险金的赔付条件，我们将优先支付首次重大疾病保险金，而不再进行中症疾病保险金的赔付。,1
赔付 & 领取规则,"根据本合同的规定，中症疾病保险金的累计给付次数限制为三次，每种中症疾病的给付仅限一次。当累计给付的中症疾病保险金达到三次时，相关保险责任即告终止。

如果被保险人因同一原因在我们认可的医疗机构首次被确诊患有两种或两种以上的中症疾病，我们将仅针对其中一种中症疾病进行保险金的给付。

在申请中症疾病保险",1
赔付 & 领取规则,金时，如果被保险人所患的疾病已满足第一次重大疾病保险金的给付条件，我们将优先支付第一次重大疾病保险金，而不再发放中症疾病保险金。,1
赔付 & 领取规则,"轻症疾病保障 

如果您选择投保本合同的基本计划3或计划4，且在等待期结束后，经过我们认可的医疗机构确认被保险人首次患有合同约定的轻症疾病（可能包括一种或多种），并且此前未曾确诊为合同中的重大疾病（同样可能包括一种或多种），我们将依据基本保险金额的30%支付轻症疾病保险金。

请注意，本合同对于轻症",1
赔付 & 领取规则,疾病保险金的累计支付次数限制为五次，每种轻症疾病的支付限额为一次。当累计支付的轻症疾病保险金达到五次时，本项保险责任将自动终止。,1
赔付 & 领取规则,"轻症疾病保障

若您选择本合同的基本计划3或计划4，且被保险人在等待期结束后经我们认可的医疗机构确诊首次患有本合同所列的轻症疾病（不论是单一疾病还是多种疾病），并且在此之前没有确诊为本合同中规定的重大疾病（包括一种或多种），我们将按照基本保险金额的30%支付轻症疾病保险金。

需要注意的是，本合同中",1
赔付 & 领取规则,轻症疾病保险金的累计给付次数限制为五次，每种轻症疾病仅限一次赔付。当累计给付的轻症疾病保险金达到五次时，该项保险责任将终止。,1
赔付 & 领取规则,"轻症疾病保险条款

若您选择投保本合同的基本计划3或计划4，并在等待期结束后，被保险人经我们认可的医疗机构确诊为初次患有合同约定的轻症疾病（可为一种或多种），且此前未曾确诊为合同所列的任何重大疾病，我们将按照基本保险金额的30%支付轻症疾病保险金。

需要注意的是，本合同中轻症疾病保险金的累计给付次",1
赔付 & 领取规则,数限制为五次，每种轻症疾病仅能领取一次。当累计给付的轻症疾病保险金达到五次时，相关保险责任将终止。,1
赔付 & 领取规则,"在申请轻症疾病保险金时，如果被保险人所患的疾病已符合中症疾病保险金的给付条件，但尚未满足首次重大疾病保险金的给付条件，我们将支付中症疾病保险金，而不再支付轻症疾病保险金。如果被保险人所患的疾病已达到首次重大疾病保险金的给付条件，则我们将支付首次重大疾病保险金，而不再给予轻症疾病保险金。

关于身故保",1
赔付 & 领取规则,险金的条款，若您选择投保本合同基本部分的计划2或计划4，在等待期结束后被保险人不幸身故，我们将依照以下金额支付身故保险金，并终止本合同。,1
赔付 & 领取规则,在申请轻症疾病保险金时，如果被保险人所患的疾病已达到中症疾病保险金的给付条件，但尚未满足第一次重大疾病保险金的给付要求，我们将支付中症疾病保险金，而不会再支付轻症疾病保险金。反之，如果在申请轻症疾病保险金时，被保险人所患的疾病已经符合第一次重大疾病保险金的给付条件，我们将支付第一次重大疾病保险金，而,1
赔付 & 领取规则,"不再支付轻症疾病保险金。

关于身故保险金，若您选择了本合同基本部分的计划2或计划4，并且被保险人在等待期结束后发生身故，我们将按照以下约定金额支付身故保险金，此时本合同将终止。",1
赔付 & 领取规则,若被保险人在申请轻症疾病保险金时，其所患疾病已达到中症疾病保险金的给付条件，但未满足首次重大疾病保险金的给付条件，我们将支付中症疾病保险金，而不再支付轻症疾病保险金。相反，如果在申请轻症疾病保险金时，被保险人的疾病已符合首次重大疾病保险金的给付条件，我们将支付首次重大疾病保险金，而不再支付轻症疾病保,1
赔付 & 领取规则,"险金。

关于身故保险金，若您选择投保本合同基本部分的计划2或计划4，且被保险人在等待期满后不幸身故，我们将按照以下金额支付身故保险金，并随即终止本合同。",1
赔付 & 领取规则,"本合同中重大疾病扩展保险金的给付期限将依据以下标准进行确定：
（1）若本合同的保险期设定为20年或30年，则重大疾病扩展保险金的给付期限与保险期保持一致；
（2）若本合同的保险期为被保险人年满70周岁后的首个保单年度生效对应日的零时止，或持续至被保险人终身，则重大疾病扩展保险金的给付期限为被保险人年",1
赔付 & 领取规则,满60周岁后的首个保单年度生效对应日的零时止。,1
赔付 & 领取规则,"本合同的重大疾病扩展保险金给付期限的确定方式如下：
（1）若本合同的保险期间为20年或30年，则重大疾病扩展保险金的给付期限与保险期间相同；
（2）若本合同的保险期间为至被保险人年满70周岁后的首个保单年度对应日零时止，或被保险人终身有效，则重大疾病扩展保险金的给付期限为至被保险人年满60周岁后的首",1
赔付 & 领取规则,个保单年度对应日零时止。,1
赔付 & 领取规则,"本合同的重大疾病扩展保险金给付期限将根据以下规则确定：
（1）如果本合同的保险期间为20年或30年，则重大疾病扩展保险金的给付期限与保险期间相同；
（2）如果本合同的保险期间直到被保险人年满70周岁后的第一个保单生效日零时，或以被保险人的终身为限，则重大疾病扩展保险金的给付期限为至被保险人年满60周",1
赔付 & 领取规则,岁后的第一个保单生效日零时。,1
赔付 & 领取规则,"若被保险人在首次确诊的重大疾病中，所患疾病为本合同约定的“重度恶性肿瘤”，我们将在首次赔付重大疾病保险金后，自该疾病确诊之日起满三年后，若被保险人仍处于“重度恶性肿瘤”状态，我们将按基本保险金额的120%支付重度恶性肿瘤扩展保险金，并终止该项保险责任。

另一方面，如果被保险人的首次重大疾病为合同中",1
赔付 & 领取规则,列明的其他重大疾病（可包括一种或多种），则自该疾病确诊之日起180天后，若被保险人经我们认可的医疗机构确认初次罹患“重度恶性肿瘤”，我们同样将按基本保险金额的120%支付重度恶性肿瘤扩展保险金，并终止该项保险责任。,1
赔付 & 领取规则,"重度恶性肿瘤保险条款说明：

在首次支付重大疾病保险金后，若被保险人诊断为本合同所涵盖的“重度恶性肿瘤”，则自该“重度恶性肿瘤”确诊之日起三年后，若被保险人仍处于“重度恶性肿瘤”状态，我们将按照基本保险金额的120%支付重度恶性肿瘤扩展保险金。在此情况下，本项保险责任随即终止。

同时，如果在首次支",1
赔付 & 领取规则,付重大疾病保险金后，被保险人所患的第一次重大疾病为合同中规定的除“重度恶性肿瘤”之外的其他重大疾病（无论是一种或多种），则自该重大疾病确诊之日起180天后，若被保险人在经过我们认可的医疗机构确诊为“重度恶性肿瘤”，我们同样将依据基本保险金额的120%支付重度恶性肿瘤扩展保险金，并终止本项保险责任。,1
赔付 & 领取规则,"重度恶性肿瘤保险理赔规则

在首次给付重大疾病保险金后，若被保险人所确诊的首例重大疾病为本合同所约定的“重度恶性肿瘤”，则自该病确诊之日起满三年后，如果被保险人仍处于“重度恶性肿瘤”的状态，我们将依据基本保险金额的120%支付重度恶性肿瘤扩展保险金，此项保险责任随即终止。

另外，若首次重大疾病保险",1
赔付 & 领取规则,金的给付是由于被保险人罹患本合同规定的除“重度恶性肿瘤”以外的某一或多种重大疾病，自该重大疾病确诊之日起180天后，若被保险人在我们认可的医疗机构中被确认首次患有“重度恶性肿瘤”，我们同样会依照基本保险金额的120%支付重度恶性肿瘤扩展保险金，并终止本项保险责任。,1
术语解释,"1. 严重急性心肌梗死*  
2. 冠状动脉旁路移植术（亦称冠状动脉搭桥术）*  
3. 心脏瓣膜手术*  
4. 严重慢性缩窄性心包炎  
5. 严重川崎病  
6. 艾森门格综合征  
7. Brugada综合征  

专科医生的资格要求如下：  
1. 持有有效的中华人民共和国《医师资格证书》",1
术语解释,"。  
2. 持有有效的中华人民共和国《医师执业证书》，并按规定在相关部门完成登记注册。  
3. 具备有效的中华人民共和国主治医师或更高级别职称的《医师职称证书》。  
4. 在国家《医院分级管理标准》二级及以上医院的相应科室从事临床工作至少三年。",1
术语解释,"5. 较重急性心肌梗死*
6. 冠状动脉旁路移植术（亦称冠状动脉搭桥术）*
7. 心脏瓣膜手术*
8. 严重慢性缩窄性心包炎
9. 严重川崎病
10. 艾森门格综合征
11. Brugada综合征

12. 专科医生：专科医生需同时满足以下四项资格要求：（1）持有有效的中华人民共和国《医师资格证书》",1
术语解释,；（2）拥有有效的中华人民共和国《医师执业证书》，并按规定定期进行登记注册；（3）具备有效的中华人民共和国主治医师或更高职称的《医师职称证书》；（4）在国家《医院分级管理标准》规定的二级或更高级别医院相关科室从事临床工作满三年。,1
术语解释,"5. 严重急性心肌梗死*    
6. 冠状动脉旁路移植术（又称冠状动脉搭桥术）*    
7. 心脏瓣膜手术*    
8. 严重慢性缩窄性心包炎    
9. 严重川崎病    
10. 艾森门格综合征    
11. Brugada综合征    

专科医生的资格标准：一位合格的专科医生需同时",1
术语解释,具备以下四项条件：（1）持有有效的中华人民共和国《医师资格证书》；（2）具有有效的中华人民共和国《医师执业证书》，并按规定定期在相关部门进行登记注册；（3）拥有有效的中华人民共和国主治医师或更高级别的《医师职称证书》；（4）在符合国家《医院分级管理标准》的二级或以上医院相应科室从事临床工作至少三年。,1
术语解释,"1. 中度重症肌无力  
2. 中度肠道并发症  
3. 中度脊髓灰质炎后遗症  
4. 中度类风湿性关节炎  
5. 双侧睾丸切除手术  
6. 腔静脉过滤器植入术  
7. 双侧卵巢切除手术  
8. 早期象皮病  

2.7 我们的保障范围  
我们为客户提供40种轻症疾病的保障，具体疾病名单",1
术语解释,"如下，详细定义可参见“9.3 轻症疾病定义”。  
在此列表中，标有“*”的三种轻症疾病是依据中国保险行业协会发布的《重大疾病保险的疾病定义使用规范（2020年修订版）》所列，而其余疾病则为本公司自行增设。以下列举的疾病名称仅供参考，具体保障内容以各项疾病的具体定义为准。

1. 恶性肿瘤——轻度*",1
术语解释,"  
2. 较轻急性心肌梗死*  
3. 轻度脑中风后遗症*  
4. 原位癌  
5. 冠状动脉介入手术  
6. 激光心肌血运重建术  
7. 植入心脏除颤器  
8. 轻度进行性核上性麻痹  
9. 轻型再生障碍性贫血  
10. 轻度克罗恩病  
11. 特定的系统性红斑狼疮  
12. 早",1
术语解释,"期系统性硬皮病  
13. 单个肢体缺失  ",1
术语解释,"1. 中度重症肌无力  
2. 中度肠道并发症  
3. 中度脊髓灰质炎后遗症  
4. 中度类风湿性关节炎  
5. 双侧睾丸切除手术  
6. 腔静脉过滤器植入术  
7. 双侧卵巢切除手术  
8. 早期象皮病  

**2.7 我们的保障范围**  
我们为客户提供40种轻症疾病的保险保障，",1
术语解释,"具体名称如下，详细定义请参见“9.3 轻症疾病定义”部分。  
在这些轻症疾病中，标记有“*”号的3种疾病是依据中国保险行业协会发布的《重大疾病保险的疾病定义使用规范（2020年修订版）》所列明，其余疾病则由本公司自行增补。以下疾病名称仅供参考，具体保障内容以每项疾病的具体定义为准。

1. 恶性肿",1
术语解释,"瘤——轻度*  
2. 较轻急性心肌梗死*  
3. 轻度脑中风后遗症*  
4. 原位癌  
5. 冠状动脉介入手术  
6. 激光心肌血运重建术  
7. 植入心脏除颤器  
8. 轻度进行性核上性麻痹  
9. 轻型再生障碍性贫血  
10. 轻度克罗恩病  
11. 特定的系统性红斑狼疮  ",1
术语解释,"
12. 早期系统性硬皮病  
13. 单个肢体缺失  ",1
术语解释,"7 中度重症肌无力 17 中度肠道并发症  
8 中度脊髓灰质炎后遗症 18 中度类风湿性关节炎  
9 双侧睾丸切除手术 19 腔静脉过滤器植入术  
10 双侧卵巢切除手术 20 早期象皮病  

2.7 我们所保障的轻症疾病  
我们为客户提供保障的轻症疾病共有40种，具体名称如下，详细定义请",1
术语解释,"参见“9.3 轻症疾病定义”。其中标有“*”的三种轻症疾病是依据中国保险行业协会制定的《重大疾病保险的疾病定义使用规范（2020 年修订版）》中的疾病，而其余疾病则为我公司自主增加的保障项目。以下列举的疾病名称仅供参考，具体的保障范围应以各项疾病的具体定义为准。

1. 恶性肿瘤——轻度*  
2.",1
术语解释," 较轻急性心肌梗死*  
3. 轻度脑中风后遗症*  
4. 原位癌  
5. 冠状动脉介入手术  
6. 激光心肌血运重建术  
7. 植入心脏除颤器  
8. 轻度进行性核上性麻痹  
9. 轻型再生障碍性贫血  
10. 轻度克罗恩病  
11. 特定的系统性红斑狼疮  
12. 早期系统性硬",1
术语解释,"皮病  
13. 单个肢体缺失  ",1
术语解释,"1. 原发性肺动脉高压  
2. 由于糖尿病引起的单侧下肢截肢  
3. 主动脉内手术  
4. 非开胸或开腹手术  
5. 颈动脉内膜切除术或颈动脉介入治疗  
6. 早期原发性心肌病  
7. 深度昏迷持续48小时  
8. 植入心脏起搏器  
9. 轻度原发性帕金森病  
10. 轻度阿尔茨海",1
术语解释,"默病  
11. 轻度非阿尔茨海默病导致的痴呆  
12. 脑垂体瘤、脑囊肿、脑动脉瘤相关疾病  
13. 严重视力受损（适用于3周岁以上）  
14. 单眼视力丧失  
15. 角膜移植  
16. 重度面部烧伤  
17. 面部重建手术  
18. 较小面积Ⅲ度烧伤  
19. 肝功能衰竭  
",1
术语解释,"20. 听力严重受损（适用于3周岁以上）  
21. 单耳失聪（适用于3周岁以上）  
22. 人工耳蜗植入手术  ",1
术语解释,"1. 原发性肺动脉高压  
2. 糖尿病引起的单侧截肢  
3. 主动脉内手术（包括非开胸或开腹手术）  
4. 颈动脉内膜切除术或介入治疗  
5. 早期原发性心肌病  
6. 深度昏迷超过48小时  
7. 心脏起搏器植入  
8. 轻度原发性帕金森病  
9. 轻度阿尔茨海默病  
10. 轻",1
术语解释,"度非阿尔茨海默病导致的痴呆  
11. 脑垂体瘤、脑囊肿、脑动脉瘤及脑部相关疾病  
12. 面部重建手术  
13. 较小面积Ⅲ度烧伤  
14. 视力严重受损（自3周岁起生效）  
15. 单眼视力丧失  
16. 角膜移植  
17. 听力严重受损（自3周岁起生效）  
18. 单耳失聪（自3",1
术语解释,"周岁起生效）  
19. 人工耳蜗植入术",1
术语解释,"1. 原发性肺动脉高压  
2. 糖尿病导致的单侧下肢截肢  
3. 主动脉内手术——包括非开胸或开腹手术  
4. 颈动脉内膜切除术或介入治疗  
5. 早期原发性心肌病  
6. 深度昏迷持续48小时  
7. 心脏起搏器植入  
8. 轻度原发性帕金森病  
9. 轻度阿尔茨海默病  
10.",1
术语解释," 轻度非阿尔茨海默病相关痴呆  
11. 脑垂体瘤、脑囊肿及脑动脉瘤  
12. 严重视力受损——自3周岁起赔付  
13. 单眼失明  
14. 角膜移植手术  
15. 较小面积Ⅲ度烧伤  
16. 面部重建手术  
17. 轻度面部烧伤  
18. 肝功能衰竭  
19. 听力严重受损——自3",1
术语解释,"周岁起赔付  
20. 单耳失聪——自3周岁起赔付  
21. 人工耳蜗植入手术  ",1
